Frame,Downhill Transitions,Uphill Transitions,None
0,0,1,0
1,19396,25293,5155
2,23471,21101,5263
3,23428,20848,5563
4,23395,20361,6077
5,23305,20088,6407
6,22986,19892,6954
7,22928,19514,7415
8,22731,18664,8443
9,22397,17918,9512
10,22139,17561,10138
11,21701,16489,11644
12,21207,15294,13334
13,20527,13301,15989
14,19462,11172,19200
15,18252,8263,23339
16,16019,3518,30298
17,12657,0,-28361
18,10426,0,-26119
19,9233,0,-24967
20,8405,0,-24115
