Frame,Downhill Transitions,Uphill Transitions,None
767,5431,1,4540
768,5308,0,4670
769,5284,0,4689
770,5355,1,4610
771,5335,1,4630
772,5354,0,4610
773,5323,0,4642
774,5357,0,4614
775,5400,0,4570
776,5332,0,4638
777,5336,0,4629
778,5326,0,4649
779,5348,0,4612
780,5308,0,4658
781,5308,0,4655
782,5254,0,4709
783,5400,0,4574
784,5289,0,4682
785,5229,0,4746
786,5380,0,4598
787,5328,0,4650
788,5310,0,4661
789,5352,0,4623
790,5377,0,4592
791,5223,0,4745
792,5311,0,4655
793,5332,0,4642
794,5203,0,4763
795,5360,0,4617
796,5249,0,4723
797,5312,0,4658
798,5361,0,4608
799,5399,0,4582
800,5205,0,4763
801,5302,0,4673
802,5282,0,4687
803,5295,0,4675
804,5254,0,4717
805,5289,0,4688
806,5277,0,4688
807,5336,0,4641
808,5395,0,4575
809,5276,0,4690
810,5344,0,4633
811,5299,0,4663
812,5341,0,4635
813,5304,0,4668
814,5283,0,4685
815,5306,0,4670
816,5339,0,4634
817,5336,0,4640
818,5237,0,4738
819,5202,0,4773
820,5338,0,4639
821,5277,0,4688
822,5169,0,4796
823,5320,0,4654
824,5168,0,4798
825,5188,0,4781
826,5278,0,4699
827,5296,0,4672
828,5306,0,4666
829,5249,0,4726
830,5322,0,4644
831,5265,0,4698
832,5328,0,4642
833,5340,0,4629
834,5377,0,4597
835,5236,0,4737
836,5254,0,4715
837,5310,0,4667
838,5338,0,4635
839,5357,0,4621
840,5294,0,4686
841,5248,0,4734
842,5294,0,4676
843,5301,0,4672
844,5216,0,4759
845,5312,0,4668
846,5370,0,4601
847,5277,0,4697
848,5281,0,4692
849,5328,0,4639
850,5241,0,4730
851,5296,0,4671
852,5260,0,4706
853,5283,0,4690
854,5242,0,4735
855,5293,0,4681
856,5344,0,4629
857,5241,0,4732
858,5275,0,4690
859,5351,0,4620
860,5336,0,4641
861,5237,0,4743
862,5288,0,4681
863,5377,0,4581
864,5243,0,4725
865,5315,0,4646
866,5368,0,4610
867,5250,0,4713
868,5406,0,4568
869,5236,0,4739
870,5246,0,4731
871,5187,0,4787
872,5325,0,4657
873,5272,0,4705
874,5315,0,4656
875,5197,0,4779
876,5262,0,4705
877,5277,0,4681
878,5109,0,4871
879,5170,0,4798
880,5319,0,4647
881,5245,0,4728
882,5229,0,4738
883,5294,0,4689
884,5247,0,4718
885,5369,0,4608
886,5290,0,4690
887,5165,0,4807
888,5198,0,4774
889,5256,0,4716
890,5302,0,4669
891,5321,0,4652
892,5293,0,4687
893,5373,0,4605
894,5236,0,4738
895,5227,0,4745
896,5291,0,4679
897,5275,0,4698
898,5259,0,4716
899,5348,0,4627
900,5195,0,4779
901,5243,0,4722
902,5073,0,4897
903,5138,0,4828
904,5247,0,4722
905,5263,0,4700
906,5221,0,4764
907,5270,0,4711
908,5283,0,4685
909,5259,0,4715
910,5246,0,4723
911,5238,0,4735
912,5222,0,4746
913,5233,0,4735
914,5218,0,4754
915,5145,0,4824
916,5250,0,4725
917,5195,0,4782
918,5335,0,4638
919,5344,0,4618
920,5258,0,4720
921,5201,0,4777
922,5210,0,4764
923,5197,0,4770
924,5231,0,4742
925,5272,0,4701
926,5231,0,4746
927,5309,0,4666
928,5258,0,4718
929,5231,0,4741
930,5263,0,4707
931,5206,0,4762
932,5304,0,4670
933,5250,0,4727
934,5359,0,4623
935,5282,0,4689
936,5284,0,4692
937,5227,0,4749
938,5264,0,4716
939,5154,0,4817
940,5243,0,4732
941,5192,0,4774
942,5266,0,4709
943,5259,0,4718
944,5256,0,4717
945,5200,0,4770
946,5198,0,4776
947,5200,0,4772
948,5219,0,4742
949,5266,0,4704
950,5259,0,4712
951,5134,0,4829
952,5224,0,4747
953,5203,0,4762
954,5227,0,4754
955,5219,0,4757
956,5175,0,4805
957,5239,0,4735
958,5283,0,4687
959,5268,0,4703
960,5257,0,4714
961,5275,0,4693
962,5200,0,4777
963,5252,0,4719
964,5286,0,4688
965,5345,0,4631
966,5185,0,4792
967,5201,0,4775
968,5226,0,4736
969,5152,0,4807
970,5279,0,4694
971,5272,0,4699
972,5229,0,4737
973,5111,0,4858
974,5177,0,4796
975,5178,0,4795
976,5157,0,4816
977,5154,0,4814
978,5203,0,4770
979,5160,0,4811
980,5261,0,4705
981,5294,0,4671
982,5273,0,4709
983,5278,0,4684
984,5237,0,4731
985,5179,0,4795
986,5316,0,4653
987,5276,0,4695
988,5253,0,4719
989,5167,0,4800
990,5219,0,4748
991,5280,0,4689
992,5192,0,4786
993,5296,0,4684
994,5184,0,4782
995,5269,0,4689
996,5221,0,4744
997,5138,0,4839
998,5239,0,4732
999,5253,0,4724
1000,5109,0,4868
