2.00000	5694.000
2.01500	5708.000
2.03000	5670.000
2.04500	5426.000
2.06000	5542.000
2.07500	5446.000
2.09000	5523.000
2.10500	5425.000
2.12000	5506.000
2.13500	5465.000
2.15000	5495.000
2.16500	5400.000
2.18000	5331.000
2.19500	5325.000
2.21000	5174.000
2.22500	5395.000
2.24000	5409.000
2.25500	5434.000
2.27000	6127.000
2.28500	8426.000
2.30000	12063.000
2.31500	11529.000
2.33000	11066.000
2.34500	14313.000
2.36000	14350.000
2.37500	10385.000
2.39000	7701.000
2.40500	6713.000
2.42000	6824.000
2.43500	5586.000
2.45000	4847.000
2.46500	4595.000
2.48000	4648.000
2.49500	4704.000
2.51000	4664.000
2.52500	4554.000
2.54000	4468.000
2.55500	4503.000
2.57000	4549.000
2.58500	4452.000
2.60000	4392.000
2.61500	4268.000
2.63000	4040.000
2.64500	4146.000
2.66000	4080.000
2.67500	4046.000
2.69000	4003.000
2.70500	3997.000
2.72000	4110.000
2.73500	4267.000
2.75000	4666.000
2.76500	5124.000
2.78000	5757.000
2.79500	6674.000
2.81000	6755.000
2.82500	5925.000
2.84000	5219.000
2.85500	4705.000
2.87000	4266.000
2.88500	4152.000
2.90000	4672.000
2.91500	4639.000
2.93000	3979.000
2.94500	3695.000
2.96000	3538.000
2.97500	3442.000
2.99000	3388.000
3.00500	3363.000
3.02000	3353.000
3.03500	3333.000
3.05000	3293.000
3.06500	3299.000
3.08000	3248.000
3.09500	3366.000
3.11000	3292.000
3.12500	3246.000
3.14000	3254.000
3.15500	3154.000
3.17000	3191.000
3.18500	3077.000
3.20000	3127.000
3.21500	3056.000
3.23000	3055.000
3.24500	3023.000
3.26000	2956.000
3.27500	2943.000
3.29000	2851.000
3.30500	2936.000
3.32000	2902.000
3.33500	2851.000
3.35000	2881.000
3.36500	2775.000
3.38000	2848.000
3.39500	2791.000
3.41000	2842.000
3.42500	2798.000
3.44000	2784.000
3.45500	2690.000
3.47000	2682.000
3.48500	2705.000
3.50000	2680.000
3.51500	2614.000
3.53000	2543.000
3.54500	2639.000
3.56000	2549.000
3.57500	2536.000
3.59000	2592.000
3.60500	2450.000
3.62000	2508.000
3.63500	2445.000
3.65000	2544.000
3.66500	2512.000
3.68000	2508.000
3.69500	2462.000
3.71000	2447.000
3.72500	2436.000
3.74000	2380.000
3.75500	2413.000
3.77000	2414.000
3.78500	2434.000
3.80000	2419.000
3.81500	2428.000
3.83000	2516.000
3.84500	2477.000
3.86000	2501.000
3.87500	2516.000
3.89000	2467.000
3.90500	2464.000
3.92000	2514.000
3.93500	2510.000
3.95000	2423.000
3.96500	2398.000
3.98000	2481.000
3.99500	2442.000
4.01000	2416.000
4.02500	2409.000
4.04000	2409.000
4.05500	2399.000
4.07000	2388.000
4.08500	2397.000
4.10000	2347.000
4.11500	2334.000
4.13000	2324.000
4.14500	2299.000
4.16000	2382.000
4.17500	2291.000
4.19000	2230.000
4.20500	2252.000
4.22000	2294.000
4.23500	2409.000
4.25000	2336.000
4.26500	2250.000
4.28000	2273.000
4.29500	2156.000
4.31000	2209.000
4.32500	2197.000
4.34000	2249.000
4.35500	2197.000
4.37000	2209.000
4.38500	2192.000
4.40000	2217.000
4.41500	2202.000
4.43000	2143.000
4.44500	2117.000
4.46000	2146.000
4.47500	2154.000
4.49000	2080.000
4.50500	2103.000
4.52000	2069.000
4.53500	2138.000
4.55000	2127.000
4.56500	2096.000
4.58000	2047.000
4.59500	2074.000
4.61000	2036.000
4.62500	2061.000
4.64000	1959.000
4.65500	1942.000
4.67000	1985.000
4.68500	1986.000
4.70000	2005.000
4.71500	1958.000
4.73000	1947.000
4.74500	1960.000
4.76000	2007.000
4.77500	1997.000
4.79000	1921.000
4.80500	1942.000
4.82000	1935.000
4.83500	1959.000
4.85000	1868.000
4.86500	1910.000
4.88000	1910.000
4.89500	1925.000
4.91000	1868.000
4.92500	1819.000
4.94000	1930.000
4.95500	1945.000
4.97000	1949.000
4.98500	1966.000
5.00000	1902.000
5.01500	1918.000
5.03000	1868.000
5.04500	1948.000
5.06000	1878.000
5.07500	1880.000
5.09000	1898.000
5.10500	1902.000
5.12000	1869.000
5.13500	1985.000
5.15000	2082.000
5.16500	2032.000
5.18000	2061.000
5.19500	2020.000
5.21000	2015.000
5.22500	2013.000
5.24000	2001.000
5.25500	1943.000
5.27000	1893.000
5.28500	1964.000
5.30000	1867.000
5.31500	1787.000
5.33000	1674.000
5.34500	1772.000
5.36000	1747.000
5.37500	1785.000
5.39000	1865.000
5.40500	1938.000
5.42000	2095.000
5.43500	2118.000
5.45000	1974.000
5.46500	1880.000
5.48000	1902.000
5.49500	1849.000
5.51000	1779.000
5.52500	1736.000
5.54000	1678.000
5.55500	1716.000
5.57000	1726.000
5.58500	1716.000
5.60000	1690.000
5.61500	1686.000
5.63000	1614.000
5.64500	1632.000
5.66000	1636.000
5.67500	1631.000
5.69000	1658.000
5.70500	1667.000
5.72000	1718.000
5.73500	1717.000
5.75000	1652.000
5.76500	1634.000
5.78000	1583.000
5.79500	1600.000
5.81000	1648.000
5.82500	1689.000
5.84000	1699.000
5.85500	1696.000
5.87000	1739.000
5.88500	1768.000
5.90000	1795.000
5.91500	1795.000
5.93000	1778.000
5.94500	1773.000
5.96000	1783.000
5.97500	1808.000
5.99000	1924.000
6.00500	1886.000
6.02000	1906.000
6.03500	1915.000
6.05000	1953.000
6.06500	2005.000
6.08000	2022.000
6.09500	2085.000
6.11000	2110.000
6.12500	2203.000
6.14000	2151.000
6.15500	2203.000
6.17000	2202.000
6.18500	2269.000
6.20000	2280.000
6.21500	2412.000
6.23000	2403.000
6.24500	2259.000
6.26000	2122.000
6.27500	2056.000
6.29000	1901.000
6.30500	1933.000
6.32000	1925.000
6.33500	1808.000
6.35000	1779.000
6.36500	1718.000
6.38000	1678.000
6.39500	1668.000
6.41000	1631.000
6.42500	1543.000
6.44000	1559.000
6.45500	1602.000
6.47000	1575.000
6.48500	1575.000
6.50000	1473.000
6.51500	1406.000
6.53000	1396.000
6.54500	1433.000
6.56000	1394.000
6.57500	1408.000
6.59000	1418.000
6.60500	1413.000
6.62000	1367.000
6.63500	1371.000
6.65000	1403.000
6.66500	1383.000
6.68000	1348.000
6.69500	1338.000
6.71000	1310.000
6.72500	1357.000
6.74000	1306.000
6.75500	1260.000
6.77000	1322.000
6.78500	1307.000
6.80000	1312.000
6.81500	1293.000
6.83000	1271.000
6.84500	1345.000
6.86000	1281.000
6.87500	1280.000
6.89000	1305.000
6.90500	1318.000
6.92000	1202.000
6.93500	1179.000
6.95000	1243.000
6.96500	1258.000
6.98000	1241.000
6.99500	1274.000
7.01000	1239.000
7.02500	1261.000
7.04000	1236.000
7.05500	1249.000
7.07000	1237.000
7.08500	1240.000
7.10000	1258.000
7.11500	1258.000
7.13000	1208.000
7.14500	1220.000
7.16000	1242.000
7.17500	1235.000
7.19000	1247.000
7.20500	1242.000
7.22000	1190.000
7.23500	1171.000
7.25000	1245.000
7.26500	1202.000
7.28000	1143.000
7.29500	1159.000
7.31000	1174.000
7.32500	1172.000
7.34000	1220.000
7.35500	1192.000
7.37000	1196.000
7.38500	1170.000
7.40000	1200.000
7.41500	1170.000
7.43000	1191.000
7.44500	1159.000
7.46000	1163.000
7.47500	1169.000
7.49000	1193.000
7.50500	1119.000
7.52000	1119.000
7.53500	1115.000
7.55000	1129.000
7.56500	1151.000
7.58000	1126.000
7.59500	1118.000
7.61000	1180.000
7.62500	1139.000
7.64000	1132.000
7.65500	1187.000
7.67000	1202.000
7.68500	1128.000
7.70000	1106.000
7.71500	1099.000
7.73000	1112.000
7.74500	1098.000
7.76000	1089.000
7.77500	1075.000
7.79000	1091.000
7.80500	1127.000
7.82000	1113.000
7.83500	1063.000
7.85000	1117.000
7.86500	1092.000
7.88000	1151.000
7.89500	1073.000
7.91000	1067.000
7.92500	1071.000
7.94000	1110.000
7.95500	1052.000
7.97000	1045.000
7.98500	1068.000
8.00000	1028.000
8.01500	1053.000
8.03000	1053.000
8.04500	1073.000
8.06000	1025.000
8.07500	1005.000
8.09000	1058.000
8.10500	974.000
8.12000	1027.000
8.13500	1027.000
8.15000	1095.000
8.16500	1028.000
8.18000	1027.000
8.19500	1063.000
8.21000	1132.000
