2.00000;569.000
2.01500;538.000
2.03000;547.000
2.04500;518.000
2.06000;552.000
2.07500;512.000
2.09000;500.000
2.10500;469.000
2.12000;497.000
2.13500;488.000
2.15000;454.000
2.16500;452.000
2.18000;439.000
2.19500;438.000
2.21000;450.000
2.22500;433.000
2.24000;432.000
2.25500;415.000
2.27000;374.000
2.28500;386.000
2.30000;419.000
2.31500;395.000
2.33000;375.000
2.34500;374.000
2.36000;385.000
2.37500;386.000
2.39000;373.000
2.40500;371.000
2.42000;363.000
2.43500;357.000
2.45000;311.000
2.46500;325.000
2.48000;359.000
2.49500;339.000
2.51000;339.000
2.52500;328.000
2.54000;308.000
2.55500;332.000
2.57000;335.000
2.58500;297.000
2.60000;292.000
2.61500;300.000
2.63000;305.000
2.64500;290.000
2.66000;288.000
2.67500;269.000
2.69000;293.000
2.70500;275.000
2.72000;280.000
2.73500;268.000
2.75000;274.000
2.76500;292.000
2.78000;293.000
2.79500;297.000
2.81000;252.000
2.82500;277.000
2.84000;249.000
2.85500;246.000
2.87000;259.000
2.88500;259.000
2.90000;249.000
2.91500;242.000
2.93000;275.000
2.94500;262.000
2.96000;262.000
2.97500;252.000
2.99000;261.000
3.00500;236.000
3.02000;213.000
3.03500;234.000
3.05000;225.000
3.06500;234.000
3.08000;239.000
3.09500;241.000
3.11000;246.000
3.12500;222.000
3.14000;232.000
3.15500;218.000
3.17000;220.000
3.18500;231.000
3.20000;223.000
3.21500;229.000
3.23000;223.000
3.24500;192.000
3.26000;220.000
3.27500;221.000
3.29000;227.000
3.30500;229.000
3.32000;228.000
3.33500;213.000
3.35000;196.000
3.36500;197.000
3.38000;194.000
3.39500;201.000
3.41000;222.000
3.42500;206.000
3.44000;212.000
3.45500;201.000
3.47000;228.000
3.48500;217.000
3.50000;208.000
3.51500;222.000
3.53000;218.000
3.54500;213.000
3.56000;200.000
3.57500;201.000
3.59000;184.000
3.60500;203.000
3.62000;193.000
3.63500;195.000
3.65000;180.000
3.66500;193.000
3.68000;206.000
3.69500;205.000
3.71000;173.000
3.72500;175.000
3.74000;177.000
3.75500;181.000
3.77000;161.000
3.78500;189.000
3.80000;179.000
3.81500;193.000
3.83000;186.000
3.84500;202.000
3.86000;204.000
3.87500;206.000
3.89000;182.000
3.90500;179.000
3.92000;184.000
3.93500;182.000
3.95000;202.000
3.96500;195.000
3.98000;187.000
3.99500;194.000
4.01000;180.000
4.02500;178.000
4.04000;195.000
4.05500;211.000
4.07000;199.000
4.08500;197.000
4.10000;204.000
4.11500;185.000
4.13000;182.000
4.14500;183.000
4.16000;173.000
4.17500;192.000
4.19000;196.000
4.20500;186.000
4.22000;203.000
4.23500;187.000
4.25000;169.000
4.26500;197.000
4.28000;183.000
4.29500;215.000
4.31000;197.000
4.32500;179.000
4.34000;190.000
4.35500;196.000
4.37000;198.000
4.38500;207.000
4.40000;189.000
4.41500;195.000
4.43000;207.000
4.44500;176.000
4.46000;172.000
4.47500;178.000
4.49000;191.000
4.50500;185.000
4.52000;193.000
4.53500;193.000
4.55000;185.000
4.56500;169.000
4.58000;172.000
4.59500;177.000
4.61000;188.000
4.62500;177.000
4.64000;181.000
4.65500;182.000
4.67000;165.000
4.68500;179.000
4.70000;166.000
4.71500;168.000
4.73000;179.000
4.74500;171.000
4.76000;189.000
4.77500;184.000
4.79000;171.000
4.80500;178.000
4.82000;173.000
4.83500;177.000
4.85000;164.000
4.86500;185.000
4.88000;183.000
4.89500;186.000
4.91000;182.000
4.92500;189.000
4.94000;187.000
4.95500;180.000
4.97000;190.000
4.98500;182.000
5.00000;191.000
5.01500;189.000
5.03000;190.000
5.04500;192.000
5.06000;164.000
5.07500;194.000
5.09000;200.000
5.10500;193.000
5.12000;165.000
5.13500;181.000
5.15000;195.000
5.16500;189.000
5.18000;172.000
5.19500;165.000
5.21000;196.000
5.22500;197.000
5.24000;182.000
5.25500;179.000
5.27000;167.000
5.28500;192.000
5.30000;169.000
5.31500;179.000
5.33000;179.000
5.34500;162.000
5.36000;159.000
5.37500;167.000
5.39000;208.000
5.40500;203.000
5.42000;182.000
5.43500;181.000
5.45000;177.000
5.46500;156.000
5.48000;194.000
5.49500;176.000
5.51000;163.000
5.52500;170.000
5.54000;181.000
5.55500;163.000
5.57000;179.000
5.58500;193.000
5.60000;181.000
5.61500;180.000
5.63000;178.000
5.64500;189.000
5.66000;177.000
5.67500;193.000
5.69000;179.000
5.70500;187.000
5.72000;198.000
5.73500;190.000
5.75000;185.000
5.76500;194.000
5.78000;176.000
5.79500;198.000
5.81000;201.000
5.82500;195.000
5.84000;197.000
5.85500;201.000
5.87000;217.000
5.88500;215.000
5.90000;231.000
5.91500;217.000
5.93000;217.000
5.94500;216.000
5.96000;220.000
5.97500;224.000
5.99000;234.000
6.00500;243.000
6.02000;259.000
6.03500;304.000
6.05000;293.000
6.06500;324.000
6.08000;371.000
6.09500;392.000
6.11000;419.000
6.12500;458.000
6.14000;528.000
6.15500;533.000
6.17000;483.000
6.18500;418.000
6.20000;302.000
6.21500;260.000
6.23000;225.000
6.24500;206.000
6.26000;200.000
6.27500;198.000
6.29000;203.000
6.30500;190.000
6.32000;170.000
6.33500;161.000
6.35000;174.000
6.36500;176.000
6.38000;202.000
6.39500;204.000
6.41000;188.000
6.42500;169.000
6.44000;178.000
6.45500;176.000
6.47000;176.000
6.48500;192.000
6.50000;183.000
6.51500;184.000
6.53000;180.000
6.54500;193.000
6.56000;156.000
6.57500;169.000
6.59000;187.000
6.60500;192.000
6.62000;195.000
6.63500;178.000
6.65000;194.000
6.66500;188.000
6.68000;188.000
6.69500;195.000
6.71000;170.000
6.72500;199.000
6.74000;190.000
6.75500;182.000
6.77000;174.000
6.78500;183.000
6.80000;158.000
6.81500;176.000
6.83000;180.000
6.84500;192.000
6.86000;187.000
6.87500;168.000
6.89000;175.000
6.90500;174.000
6.92000;180.000
6.93500;185.000
6.95000;190.000
6.96500;176.000
6.98000;171.000
6.99500;165.000
7.01000;189.000
7.02500;197.000
7.04000;182.000
7.05500;185.000
7.07000;190.000
7.08500;194.000
7.10000;192.000
7.11500;189.000
7.13000;163.000
7.14500;164.000
7.16000;181.000
7.17500;194.000
7.19000;173.000
7.20500;173.000
7.22000;180.000
7.23500;202.000
7.25000;168.000
7.26500;187.000
7.28000;195.000
7.29500;189.000
7.31000;177.000
7.32500;186.000
7.34000;186.000
7.35500;191.000
7.37000;188.000
7.38500;186.000
7.40000;182.000
7.41500;182.000
7.43000;175.000
7.44500;167.000
7.46000;174.000
7.47500;180.000
7.49000;178.000
7.50500;169.000
7.52000;182.000
7.53500;166.000
7.55000;188.000
7.56500;177.000
7.58000;166.000
7.59500;194.000
7.61000;189.000
7.62500;182.000
7.64000;178.000
7.65500;172.000
7.67000;190.000
7.68500;192.000
7.70000;175.000
7.71500;193.000
7.73000;194.000
7.74500;176.000
7.76000;182.000
7.77500;196.000
7.79000;181.000
7.80500;190.000
7.82000;176.000
7.83500;161.000
7.85000;176.000
7.86500;174.000
7.88000;182.000
7.89500;180.000
7.91000;181.000
7.92500;161.000
7.94000;175.000
7.95500;171.000
7.97000;172.000
7.98500;193.000
8.00000;181.000
8.01500;183.000
8.03000;191.000
8.04500;189.000
8.06000;183.000
8.07500;185.000
8.09000;198.000
8.10500;161.000
8.12000;168.000
8.13500;175.000
8.15000;175.000
8.16500;182.000
8.18000;177.000
8.19500;163.000
8.21000;159.000
8.22500;190.000
8.24000;178.000
8.25500;167.000
8.27000;177.000
8.28500;175.000
8.30000;179.000
8.31500;191.000
8.33000;192.000
8.34500;175.000
8.36000;159.000
8.37500;179.000
8.39000;176.000
8.40500;168.000
8.42000;172.000
8.43500;175.000
8.45000;178.000
8.46500;177.000
8.48000;167.000
8.49500;178.000
8.51000;183.000
8.52500;173.000
8.54000;179.000
8.55500;181.000
8.57000;185.000
8.58500;194.000
8.60000;198.000
8.61500;178.000
8.63000;174.000
8.64500;170.000
8.66000;158.000
8.67500;182.000
8.69000;176.000
8.70500;185.000
8.72000;185.000
8.73500;184.000
8.75000;176.000
8.76500;178.000
8.78000;171.000
8.79500;169.000
8.81000;187.000
8.82500;177.000
8.84000;184.000
8.85500;188.000
8.87000;171.000
8.88500;195.000
8.90000;186.000
8.91500;185.000
8.93000;181.000
8.94500;163.000
8.96000;163.000
8.97500;185.000
8.99000;183.000
9.00500;187.000
9.02000;170.000
9.03500;167.000
9.05000;173.000
9.06500;179.000
9.08000;194.000
9.09500;202.000
9.11000;182.000
9.12500;184.000
9.14000;184.000
9.15500;196.000
9.17000;180.000
9.18500;180.000
9.20000;172.000
9.21500;183.000
9.23000;174.000
9.24500;170.000
9.26000;184.000
9.27500;182.000
9.29000;194.000
9.30500;192.000
9.32000;199.000
9.33500;176.000
9.35000;181.000
9.36500;176.000
9.38000;176.000
9.39500;193.000
9.41000;174.000
9.42500;191.000
9.44000;190.000
9.45500;168.000
9.47000;190.000
9.48500;190.000
9.50000;183.000
9.51500;189.000
9.53000;186.000
9.54500;180.000
9.56000;175.000
9.57500;191.000
9.59000;164.000
9.60500;171.000
9.62000;174.000
9.63500;187.000
9.65000;169.000
9.66500;176.000
9.68000;165.000
9.69500;191.000
9.71000;175.000
9.72500;166.000
9.74000;155.000
9.75500;155.000
9.77000;172.000
9.78500;172.000
9.80000;179.000
9.81500;178.000
9.83000;193.000
9.84500;199.000
9.86000;179.000
9.87500;165.000
9.89000;182.000
9.90500;192.000
9.92000;184.000
9.93500;188.000
9.95000;181.000
9.96500;185.000
9.98000;180.000
9.99500;196.000
10.01000;179.000
10.02500;183.000
10.04000;169.000
10.05500;189.000
10.07000;179.000
10.08500;193.000
10.10000;196.000
10.11500;199.000
10.13000;173.000
10.14500;164.000
10.16000;187.000
10.17500;179.000
10.19000;178.000
10.20500;185.000
10.22000;196.000
10.23500;195.000
10.25000;209.000
10.26500;197.000
10.28000;179.000
10.29500;189.000
10.31000;171.000
10.32500;188.000
10.34000;175.000
10.35500;175.000
10.37000;191.000
10.38500;170.000
10.40000;187.000
10.41500;176.000
10.43000;175.000
10.44500;197.000
10.46000;190.000
10.47500;166.000
10.49000;172.000
10.50500;172.000
10.52000;163.000
10.53500;182.000
10.55000;187.000
10.56500;174.000
10.58000;201.000
10.59500;189.000
10.61000;193.000
10.62500;185.000
10.64000;170.000
10.65500;175.000
10.67000;187.000
10.68500;198.000
10.70000;196.000
10.71500;195.000
10.73000;200.000
10.74500;187.000
10.76000;185.000
10.77500;192.000
10.79000;188.000
10.80500;183.000
10.82000;193.000
10.83500;182.000
10.85000;177.000
10.86500;182.000
10.88000;184.000
10.89500;172.000
10.91000;186.000
10.92500;203.000
10.94000;204.000
10.95500;193.000
10.97000;190.000
10.98500;180.000
11.00000;170.000
11.01500;191.000
11.03000;214.000
11.04500;207.000
11.06000;188.000
11.07500;180.000
11.09000;186.000
11.10500;190.000
11.12000;205.000
11.13500;203.000
11.15000;184.000
11.16500;214.000
11.18000;210.000
11.19500;193.000
11.21000;198.000
11.22500;176.000
11.24000;194.000
11.25500;206.000
11.27000;198.000
11.28500;195.000
11.30000;194.000
11.31500;206.000
11.33000;191.000
11.34500;192.000
11.36000;191.000
11.37500;182.000
11.39000;185.000
11.40500;200.000
11.42000;208.000
11.43500;199.000
11.45000;196.000
11.46500;177.000
11.48000;174.000
11.49500;190.000
11.51000;189.000
11.52500;199.000
11.54000;218.000
11.55500;193.000
11.57000;186.000
11.58500;193.000
11.60000;188.000
11.61500;172.000
11.63000;191.000
11.64500;178.000
11.66000;211.000
11.67500;202.000
11.69000;209.000
11.70500;186.000
11.72000;182.000
11.73500;194.000
11.75000;199.000
11.76500;212.000
