2.00000,2.000
2.01500,2.000
2.03000,1.000
2.04500,2.000
2.06000,3.000
2.07500,2.000
2.09000,2.000
2.10500,1.000
2.12000,3.000
2.13500,3.000
2.15000,3.000
2.16500,3.000
2.18000,5.000
2.19500,4.000
2.21000,2.000
2.22500,4.000
2.24000,3.000
2.25500,3.000
2.27000,4.000
2.28500,4.000
2.30000,7.000
2.31500,2.000
2.33000,5.000
2.34500,2.000
2.36000,2.000
2.37500,5.000
2.39000,2.000
2.40500,1.000
2.42000,2.000
2.43500,2.000
2.45000,4.000
2.46500,3.000
2.48000,6.000
2.49500,3.000
2.51000,5.000
2.52500,4.000
2.54000,1.000
2.55500,0.000
2.57000,2.000
2.58500,2.000
2.60000,7.000
2.61500,4.000
2.63000,2.000
2.64500,2.000
2.66000,6.000
2.67500,7.000
2.69000,4.000
2.70500,3.000
2.72000,3.000
2.73500,4.000
2.75000,3.000
2.76500,4.000
2.78000,4.000
2.79500,2.000
2.81000,4.000
2.82500,5.000
2.84000,3.000
2.85500,2.000
2.87000,2.000
2.88500,4.000
2.90000,3.000
2.91500,2.000
2.93000,2.000
2.94500,4.000
2.96000,4.000
2.97500,3.000
2.99000,1.000
3.00500,3.000
3.02000,2.000
3.03500,0.000
3.05000,1.000
3.06500,2.000
3.08000,3.000
3.09500,2.000
3.11000,3.000
3.12500,7.000
3.14000,8.000
3.15500,12.000
3.17000,12.000
3.18500,28.000
3.20000,70.000
3.21500,122.000
3.23000,227.000
3.24500,332.000
3.26000,468.000
3.27500,604.000
3.29000,695.000
3.30500,911.000
3.32000,1029.000
3.33500,1107.000
3.35000,1122.000
3.36500,1101.000
3.38000,1104.000
3.39500,1053.000
3.41000,1080.000
3.42500,1066.000
3.44000,1035.000
3.45500,1023.000
3.47000,1004.000
3.48500,1018.000
3.50000,988.000
3.51500,986.000
3.53000,999.000
3.54500,993.000
3.56000,1013.000
3.57500,932.000
3.59000,945.000
3.60500,974.000
3.62000,915.000
3.63500,972.000
3.65000,874.000
3.66500,909.000
3.68000,868.000
3.69500,859.000
3.71000,837.000
3.72500,890.000
3.74000,883.000
3.75500,855.000
3.77000,868.000
3.78500,899.000
3.80000,877.000
3.81500,895.000
3.83000,801.000
3.84500,855.000
3.86000,845.000
3.87500,805.000
3.89000,804.000
3.90500,773.000
3.92000,752.000
3.93500,804.000
3.95000,773.000
3.96500,782.000
3.98000,735.000
3.99500,749.000
4.01000,785.000
4.02500,777.000
4.04000,759.000
4.05500,753.000
4.07000,712.000
4.08500,749.000
4.10000,737.000
4.11500,690.000
4.13000,698.000
4.14500,669.000
4.16000,712.000
4.17500,690.000
4.19000,697.000
4.20500,666.000
4.22000,673.000
4.23500,671.000
4.25000,664.000
4.26500,686.000
4.28000,665.000
4.29500,652.000
4.31000,659.000
4.32500,660.000
4.34000,697.000
4.35500,658.000
4.37000,642.000
4.38500,631.000
4.40000,643.000
4.41500,608.000
4.43000,639.000
4.44500,621.000
4.46000,594.000
4.47500,647.000
4.49000,627.000
4.50500,597.000
4.52000,607.000
4.53500,580.000
4.55000,597.000
4.56500,611.000
4.58000,588.000
4.59500,585.000
4.61000,589.000
4.62500,606.000
4.64000,577.000
4.65500,568.000
4.67000,567.000
4.68500,585.000
4.70000,592.000
4.71500,607.000
4.73000,532.000
4.74500,557.000
4.76000,577.000
4.77500,562.000
4.79000,582.000
4.80500,547.000
4.82000,560.000
4.83500,568.000
4.85000,537.000
4.86500,558.000
4.88000,562.000
4.89500,543.000
4.91000,520.000
4.92500,543.000
4.94000,534.000
4.95500,515.000
4.97000,543.000
4.98500,544.000
5.00000,537.000
5.01500,572.000
5.03000,582.000
5.04500,569.000
5.06000,540.000
5.07500,565.000
5.09000,527.000
5.10500,503.000
5.12000,506.000
5.13500,485.000
5.15000,499.000
5.16500,521.000
5.18000,495.000
5.19500,483.000
5.21000,482.000
5.22500,532.000
5.24000,510.000
5.25500,510.000
5.27000,505.000
5.28500,485.000
5.30000,510.000
5.31500,520.000
5.33000,527.000
5.34500,524.000
5.36000,497.000
5.37500,465.000
5.39000,482.000
5.40500,510.000
5.42000,485.000
5.43500,505.000
5.45000,491.000
5.46500,455.000
5.48000,486.000
5.49500,510.000
5.51000,508.000
5.52500,495.000
5.54000,460.000
5.55500,495.000
5.57000,473.000
5.58500,482.000
5.60000,460.000
5.61500,427.000
5.63000,451.000
5.64500,470.000
5.66000,479.000
5.67500,457.000
5.69000,434.000
5.70500,432.000
5.72000,434.000
5.73500,467.000
5.75000,480.000
5.76500,441.000
5.78000,446.000
5.79500,466.000
5.81000,448.000
5.82500,433.000
5.84000,461.000
5.85500,447.000
5.87000,439.000
5.88500,422.000
5.90000,468.000
5.91500,472.000
5.93000,440.000
5.94500,452.000
5.96000,454.000
5.97500,433.000
5.99000,426.000
6.00500,439.000
6.02000,412.000
6.03500,446.000
6.05000,455.000
6.06500,441.000
6.08000,421.000
6.09500,424.000
6.11000,425.000
6.12500,440.000
6.14000,437.000
6.15500,442.000
6.17000,411.000
6.18500,408.000
6.20000,412.000
6.21500,449.000
6.23000,416.000
6.24500,403.000
6.26000,401.000
6.27500,420.000
6.29000,431.000
6.30500,425.000
6.32000,407.000
6.33500,400.000
6.35000,434.000
6.36500,393.000
6.38000,406.000
6.39500,416.000
6.41000,386.000
6.42500,380.000
6.44000,402.000
6.45500,414.000
6.47000,394.000
6.48500,397.000
6.50000,414.000
6.51500,436.000
6.53000,419.000
6.54500,400.000
6.56000,415.000
6.57500,410.000
6.59000,406.000
6.60500,413.000
6.62000,372.000
6.63500,383.000
6.65000,416.000
6.66500,412.000
6.68000,402.000
6.69500,397.000
6.71000,414.000
6.72500,456.000
6.74000,400.000
6.75500,397.000
6.77000,380.000
6.78500,378.000
6.80000,379.000
6.81500,391.000
6.83000,393.000
6.84500,395.000
6.86000,380.000
6.87500,389.000
6.89000,431.000
6.90500,427.000
6.92000,382.000
6.93500,401.000
6.95000,392.000
6.96500,384.000
6.98000,381.000
6.99500,387.000
7.01000,419.000
7.02500,441.000
7.04000,429.000
7.05500,396.000
7.07000,382.000
7.08500,395.000
7.10000,379.000
7.11500,367.000
7.13000,391.000
7.14500,396.000
7.16000,371.000
7.17500,372.000
7.19000,370.000
7.20500,389.000
7.22000,397.000
7.23500,423.000
7.25000,379.000
7.26500,376.000
7.28000,379.000
7.29500,388.000
7.31000,400.000
7.32500,369.000
7.34000,384.000
7.35500,393.000
7.37000,357.000
7.38500,392.000
7.40000,384.000
7.41500,344.000
7.43000,379.000
7.44500,381.000
7.46000,386.000
7.47500,387.000
7.49000,394.000
7.50500,383.000
7.52000,387.000
7.53500,395.000
7.55000,391.000
7.56500,370.000
7.58000,377.000
7.59500,398.000
7.61000,383.000
7.62500,361.000
7.64000,374.000
7.65500,396.000
7.67000,413.000
7.68500,396.000
7.70000,361.000
7.71500,378.000
7.73000,373.000
7.74500,372.000
7.76000,347.000
7.77500,368.000
7.79000,376.000
7.80500,363.000
7.82000,389.000
7.83500,377.000
7.85000,359.000
7.86500,357.000
7.88000,351.000
7.89500,373.000
7.91000,386.000
7.92500,410.000
7.94000,365.000
7.95500,392.000
7.97000,361.000
7.98500,355.000
8.00000,366.000
8.01500,392.000
8.03000,350.000
8.04500,347.000
8.06000,408.000
8.07500,389.000
8.09000,372.000
8.10500,354.000
8.12000,382.000
8.13500,349.000
8.15000,383.000
8.16500,383.000
8.18000,386.000
8.19500,397.000
8.21000,396.000
8.22500,390.000
8.24000,374.000
8.25500,362.000
8.27000,375.000
8.28500,362.000
8.30000,365.000
8.31500,379.000
8.33000,386.000
8.34500,392.000
8.36000,381.000
8.37500,363.000
8.39000,371.000
8.40500,369.000
8.42000,390.000
8.43500,392.000
8.45000,361.000
8.46500,373.000
8.48000,367.000
8.49500,373.000
8.51000,364.000
8.52500,378.000
8.54000,356.000
8.55500,393.000
8.57000,372.000
8.58500,364.000
8.60000,358.000
8.61500,351.000
8.63000,366.000
8.64500,367.000
8.66000,382.000
8.67500,364.000
8.69000,365.000
8.70500,350.000
8.72000,335.000
8.73500,312.000
8.75000,376.000
8.76500,377.000
8.78000,375.000
8.79500,371.000
8.81000,350.000
8.82500,324.000
